,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
241,16053,25,15.0,125.0,53,22.0,15,22.0,2013,0.093442564,B,B,23,4635,10,3300.0,13,15,B
242,14931,18,23.0,126.0,54,23.0,10,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
243,8299,77,23.0,127.0,55,18.0,23,25.0,1976,6.99893e-05,B,B,10,10309,19,240.0,19,17,B
244,2147,71,19.0,128.0,56,14.0,23,24.0,1997,0.033493708,B,B,66,10573,19,1322.0,23,14,B
245,11567,22,23.0,129.0,57,10.0,20,19.0,2012,0.006076152,B,B,30,5285,22,645.0,18,18,B
246,5905,62,19.0,130.0,unknown,19.0,18,19.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
247,11160,58,19.0,131.0,59,19.0,15,23.0,1977,0.43788524,B,B,23,5735,23,1084.0,22,10,B
248,8275,19,19.0,132.0,unknown,19.0,14,25.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
249,16398,100,19.0,133.0,36,24.0,19,22.0,2012,0.200146802,B,B,23,3975,14,770.0,13,22,B
250,11229,25,13.0,134.0,62,14.0,13,24.0,1996,0.161531741,B,B,25,5648,19,30.0,13,15,B
251,10309,66,19.0,135.0,63,10.0,19,15.0,96,0.111627393,B,B,25,12238,14,26,13,23,B
252,7340,19,23.0,136.0,64,19.0,14,25.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
253,7653,187,19.0,137.0,65,14.0,25,25.0,2003,0.041116354,B,B,53,14892,15,unknown,19,15,B
254,272,41,23.0,138.0,66,18.0,23,25.0,180,0.036122292,B,B,24,4378,22,1036.0,19,19,B
255,9831,62,23.0,139.0,67,18.0,15,25.0,1980,0.037177818,B,B,52,11217,19,2300.0,19,25,B
256,5016,23,13.0,140.0,68,25.0,17,25.0,2013,0.075778755,B,B,18,1437,23,unknown,22,13,B
257,5968,23,19.0,141.0,69,22.0,23,25.0,2014,0.034656082,B,B,22,168,22,unknown,22,22,B
258,796,12,23.0,142.0,70,17.0,10,25.0,2017,0.072157581,B,B,13,629,19,unknown,22,22,A
259,12123,18,19.0,143.0,71,25.0,17,25.0,2015,0.243204519,B,B,10,1564,22,540.0,22,22,B
260,16629,151,19.0,144.0,72,18.0,14,25.0,1976,0.236108458,B,B,17,3893,12,unknown,23,17,B
261,2637,130,19.0,145.0,73,10.0,25,25.0,69,0.21843974,B,B,21,4472,18,1450.0,15,25,A
262,6194,56,19.0,146.0,74,14.0,23,25.0,1986,22.0,B,B,23,5067,15,unknown,13,18,B
263,6216,181,13.0,147.0,75,14.0,23,17.0,1976,22.0,B,B,30,7538,87,4702.0,10,10,B
264,14346,83,19.0,148.0,76,14.0,13,23.0,1979,0.0077202819999999,B,B,38,4788,13,unknown,22,15,B
265,6428,25,19.0,149.0,77,19.0,23,19.0,1977,0.161531741,B,B,25,5648,19,30.0,13,15,B
266,2891,38,19.0,150.0,78,19.0,17,23.0,1977,0.060753049,B,B,10,2787,13,520.0,22,25,B
267,84,24,19.0,10.0,79,10.0,15,25.0,1981,0.041124634,B,B,10,9515,10,unknown,19,17,B
268,9260,90,13.0,17.0,80,25.0,18,25.0,69,0.246031548,B,A,22,3151,15,2715.0,23,23,B
269,15250,41,19.0,25.0,10,23.0,25,25.0,196,0.175054867,B,B,36,10055,23,unknown,19,22,B
270,2348,128,19.0,18.0,17,23.0,23,18.0,2002,22.0,B,B,12,4798,22,30.0,13,14,B
271,10427,78,13.0,19.0,25,21.0,17,22.0,2006,0.092290642,B,B,21,4346,13,165.0,19,13,B
272,13230,74,13.0,20.0,18,19.0,23,24.0,1977,0.075778755,B,B,18,1437,23,unknown,22,13,B
273,1691,75,19.0,21.0,19,19.0,21,19.0,2014,0.122090347,B,B,29,6566,25,1894.0,15,22,B
274,8803,18,19.0,22.0,20,17.0,10,25.0,2013,0.243204519,B,B,10,1564,22,540.0,22,22,B
275,5464,93,13.0,23.0,21,23.0,25,25.0,2016,0.050900058,B,B,43,10621,19,30.0,13,23,B
276,10559,12,19.0,24.0,22,19.0,23,25.0,2016,0.011654127,B,B,15,915,22,unknown,22,22,B
277,16787,55,23.0,25.0,23,14.0,23,24.0,1989,0.041365446,B,B,31,5569,22,unknown,19,15,B
278,4278,87,19.0,24.0,24,18.0,13,25.0,1980,0.100455735,B,B,43,7227,22,unknown,19,18,A
279,6183,21,13.0,12.0,25,10.0,23,10.0,59,0.194489265,B,B,13,8004,23,125.0,23,10,B
280,12775,96,19.0,23.0,24,14.0,23,24.0,2011,0.041116354,B,B,53,14892,15,unknown,19,15,B
281,10104,83,19.0,29.0,12,14.0,13,24.0,1986,0.0077202819999999,B,B,38,4788,13,unknown,22,15,B
282,13663,93,13.0,30.0,23,14.0,18,24.0,1988,0.521867054,B,B,25,6149,22,unknown,22,22,B
283,9404,161,13.0,31.0,29,25.0,18,25.0,1996,0.0006991189999999,B,B,24,3369,24,4129.0,22,23,B
284,14724,146,19.0,23.0,30,14.0,25,17.0,1981,0.236108458,B,B,17,3893,12,unknown,23,17,B
285,10040,62,13.0,23.0,unknown,19.0,14,19.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
286,4646,18,13.0,10.0,unknown,22.0,24,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
287,4754,91,19.0,15.0,23,25.0,25,25.0,156,0.333891544,B,B,30,6564,19,unknown,22,22,B
288,3310,18,23.0,36.0,unknown,19.0,18,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
289,2003,14,13.0,37.0,15,10.0,15,25.0,1976,0.092290642,B,B,21,4346,13,165.0,19,13,B
290,7312,95,19.0,38.0,36,10.0,14,25.0,69,22.0,B,B,25,1660,14,1786.0,19,10,B
291,10921,194,13.0,14.0,37,10.0,25,25.0,1977,0.174739084,B,B,25,3379,25,100.0,22,23,B
292,13419,10,23.0,40.0,38,25.0,25,23.0,26,0.188783766,B,B,31,6137,15,unknown,22,19,B
293,10105,24,19.0,41.0,14,18.0,15,25.0,1979,22.0,B,B,36,6714,13,2672.0,22,13,B
294,2196,52,15.0,25.0,40,17.0,15,22.0,2005,0.371148999,B,B,10,7065,19,750.0,13,10,B
295,12659,19,23.0,43.0,unknown,19.0,10,25.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
296,4380,167,13.0,44.0,25,10.0,15,25.0,96,0.050272014,B,B,21,4231,24,1020.0,22,23,B
297,10847,23,13.0,22.0,unknown,19.0,25,25.0,1977,0.075778755,B,B,18,1437,23,unknown,22,13,B
298,10805,24,13.0,10.0,44,14.0,23,17.0,1983,0.041124634,B,B,10,9515,10,unknown,19,17,B
299,8709,23,13.0,13.0,unknown,19.0,18,23.0,2013,0.034656082,B,B,22,168,22,unknown,22,22,B
300,8319,18,13.0,24.0,unknown,23.0,21,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
301,2215,29,13.0,49.0,13,10.0,23,10.0,155,0.069660344,B,B,31,6119,15,unknown,19,13,B
302,7000,72,13.0,25.0,24,25.0,15,25.0,59,0.210473241,B,B,21,2398,13,1994.0,23,22,B
303,7701,23,13.0,51.0,49,22.0,23,23.0,2017,0.034656082,B,B,22,168,22,unknown,22,22,B
304,9678,25,13.0,52.0,unknown,17.0,17,25.0,2016,0.161531741,B,B,25,5648,19,30.0,13,15,B
305,14026,71,13.0,53.0,51,17.0,23,22.0,1985,0.407276235,A,B,25,1768,22,370.0,22,22,A
306,7971,96,19.0,54.0,52,25.0,14,17.0,1997,0.041116354,B,B,53,14892,15,unknown,19,15,B
307,13734,19,19.0,55.0,unknown,19.0,15,24.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
308,16483,29,13.0,56.0,54,18.0,15,10.0,77,0.040242764,B,B,25,3478,21,2729.0,23,19,B
309,6150,18,23.0,57.0,55,19.0,25,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
310,2931,24,23.0,58.0,56,18.0,10,23.0,1980,0.041124634,B,B,10,9515,10,unknown,19,17,B
311,5418,62,13.0,59.0,unknown,19.0,17,25.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
312,1662,144,23.0,19.0,58,23.0,17,25.0,2004,0.306977489,B,B,12,5148,24,1575.0,10,25,B
313,2441,18,23.0,36.0,59,23.0,24,19.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
314,669,25,19.0,62.0,19,13.0,15,25.0,169,0.130617806,B,B,14,10418,25,900.0,19,25,B
315,7734,129,19.0,63.0,36,25.0,21,23.0,69,0.020741326,B,B,24,5613,10,1340.0,13,10,B
316,6010,72,13.0,64.0,62,19.0,23,23.0,2019,0.210473241,B,B,21,2398,13,1994.0,23,22,B
317,266,12,19.0,65.0,63,19.0,10,19.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
318,632,12,19.0,66.0,unknown,19.0,25,25.0,1977,0.017647053,B,B,13,469,22,unknown,22,22,B
319,16221,23,23.0,67.0,unknown,19.0,23,23.0,1977,0.005767451,B,B,19,388,22,unknown,22,22,B
320,11832,96,19.0,68.0,66,14.0,25,25.0,1994,0.041116354,B,B,53,14892,15,unknown,19,15,B
321,5035,62,19.0,69.0,67,21.0,14,25.0,2011,0.072157581,B,B,13,629,19,unknown,22,22,A
322,37,12,19.0,70.0,68,19.0,23,25.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
323,6168,119,13.0,71.0,69,10.0,23,10.0,155,0.000995363,B,B,25,7651,19,unknown,19,10,B
324,11757,29,13.0,72.0,70,10.0,23,10.0,59,0.069660344,B,B,31,6119,15,unknown,19,13,B
325,8086,30,19.0,73.0,unknown,19.0,23,25.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,23,23,B
326,6529,85,23.0,74.0,72,18.0,10,25.0,1978,0.037177818,B,B,52,11217,19,2300.0,19,25,B
327,15121,93,23.0,75.0,unknown,19.0,23,13.0,1977,0.004949358,B,B,22,186,22,unknown,22,22,B
328,13904,19,19.0,76.0,unknown,19.0,18,25.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
329,3711,94,19.0,77.0,75,17.0,10,10.0,2014,0.282797669,B,B,23,8667,13,unknown,22,18,B
330,16563,52,19.0,78.0,76,19.0,15,17.0,2015,0.371148999,B,B,10,7065,19,750.0,13,10,B
331,14494,52,13.0,79.0,77,22.0,25,25.0,1977,0.371148999,B,B,10,7065,19,750.0,13,10,B
332,3006,66,13.0,80.0,78,10.0,25,25.0,169,0.111627393,B,B,25,12238,14,26,13,23,B
333,15299,19,19.0,81.0,unknown,19.0,21,19.0,1977,0.014580716,B,B,23,760,19,unknown,22,22,B
334,92,21,23.0,82.0,80,25.0,23,23.0,169,0.194489265,B,B,13,8004,23,125.0,23,10,B
335,8066,71,13.0,83.0,10,14.0,23,23.0,1984,0.407276235,A,B,25,1768,22,370.0,22,22,A
336,16071,19,13.0,84.0,unknown,19.0,20,20.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
337,10662,29,19.0,85.0,25,23.0,10,10.0,196,0.069660344,B,B,31,6119,15,unknown,19,13,B
338,3883,23,13.0,86.0,18,17.0,25,25.0,1984,0.050900058,B,B,43,10621,19,30.0,13,23,B
339,5511,52,19.0,87.0,19,19.0,21,25.0,1977,0.371148999,B,B,10,7065,19,750.0,13,10,B
340,2821,19,23.0,88.0,20,17.0,23,25.0,1989,0.025609157,B,B,23,5261,22,240.0,23,19,B
341,9570,129,19.0,89.0,21,25.0,21,17.0,1979,0.460556389,B,B,20,4386,24,unknown,19,10,B
342,4326,98,13.0,90.0,22,25.0,19,17.0,1983,0.089039719,B,B,23,7976,10,unknown,22,21,B
343,9251,19,23.0,91.0,unknown,17.0,10,25.0,2018,0.007122317,B,B,19,264,22,unknown,22,19,B
344,9031,92,13.0,92.0,24,25.0,18,23.0,52,0.460556389,B,B,20,4386,24,unknown,19,10,B
345,12689,36,19.0,93.0,25,17.0,24,25.0,2013,0.300322518,B,B,52,10311,18,unknown,19,25,B
346,16380,22,23.0,94.0,24,18.0,18,10.0,155,0.014423114,B,B,19,3806,15,unknown,22,23,B
347,1053,22,13.0,95.0,12,25.0,17,17.0,2001,0.118537385,B,B,30,6207,19,1183.0,19,22,B
348,4568,54,13.0,96.0,23,10.0,15,10.0,107,0.006076152,B,B,30,5285,22,645.0,18,18,B
349,16140,12,19.0,97.0,unknown,19.0,17,25.0,1977,0.011654127,B,B,15,915,22,unknown,22,22,B
350,14356,54,13.0,98.0,30,19.0,17,14.0,2014,0.006076152,B,B,30,5285,22,645.0,18,18,B
351,8466,18,13.0,19.0,unknown,22.0,10,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
352,15652,25,19.0,100.0,23,14.0,17,24.0,1995,0.161531741,B,B,25,5648,19,30.0,13,15,B
353,3285,12,19.0,101.0,unknown,19.0,23,22.0,2017,0.072157581,B,B,13,629,19,unknown,22,22,A
354,3198,13,19.0,102.0,10,18.0,18,25.0,1978,6.99893e-05,B,B,10,10309,19,240.0,19,17,B
355,14088,123,23.0,103.0,15,21.0,15,14.0,2005,22.0,B,B,18,2733,22,920.0,22,15,B
356,2268,58,19.0,104.0,36,22.0,10,25.0,1977,0.43788524,B,B,23,5735,23,1084.0,22,10,B
357,15472,19,13.0,105.0,unknown,23.0,23,22.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
358,1203,58,23.0,106.0,38,22.0,25,25.0,1977,0.43788524,B,B,23,5735,23,1084.0,22,10,B
359,7157,78,23.0,107.0,14,23.0,17,25.0,1977,0.092290642,B,B,21,4346,13,165.0,19,13,B
360,6886,155,19.0,108.0,40,25.0,25,23.0,52,0.042307271,B,B,25,2810,25,4849.0,23,18,B
361,5083,10,23.0,109.0,41,18.0,14,25.0,75,22.0,B,B,13,11319,22,1145.0,23,10,B
362,7467,12,19.0,110.0,unknown,22.0,22,25.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
363,14068,14,13.0,111.0,43,14.0,25,17.0,1982,0.458174486,B,A,24,4439,19,1130.0,19,10,B
364,2080,19,13.0,112.0,44,10.0,18,10.0,156,0.033493708,B,B,66,10573,19,1322.0,23,14,B
365,10865,19,19.0,113.0,unknown,19.0,24,24.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
366,13516,41,19.0,114.0,10,25.0,14,23.0,156,0.175054867,B,B,36,10055,23,unknown,19,22,B
367,14150,13,13.0,115.0,13,10.0,18,23.0,169,0.130617806,B,B,14,10418,25,900.0,19,25,B
368,7609,23,13.0,116.0,unknown,17.0,10,20.0,1977,0.034656082,B,B,22,168,22,unknown,22,22,B
369,2144,180,23.0,117.0,49,25.0,15,15.0,110,0.037316452,B,B,23,6748,93,562.0,15,17,B
370,10357,124,13.0,118.0,25,10.0,13,10.0,96,0.16909109,B,B,19,3856,17,unknown,13,10,B
371,2396,58,23.0,119.0,51,25.0,23,24.0,26,0.1489038909999999,B,B,25,731,19,1430.0,23,13,B
372,1526,152,23.0,120.0,52,18.0,23,10.0,398,0.042031587,B,B,37,6856,84,1940.0,13,10,B
373,10890,21,13.0,121.0,53,14.0,14,24.0,2006,0.0001696759999999,B,B,36,5992,22,unknown,19,19,B
374,8638,25,10.0,122.0,54,19.0,24,25.0,2016,0.069753361,B,B,53,13670,15,unknown,19,21,B
375,6050,67,23.0,123.0,55,18.0,23,23.0,1978,0.0077202819999999,B,B,38,4788,13,unknown,22,15,B
376,7639,12,19.0,124.0,unknown,19.0,25,19.0,1977,0.211401214,B,B,25,1892,22,unknown,22,19,B
377,10544,105,19.0,125.0,57,17.0,25,23.0,69,0.040242764,B,B,25,3478,21,2729.0,23,19,B
378,9577,19,23.0,126.0,58,10.0,25,25.0,180,0.309479124,B,B,15,7715,15,990.0,22,18,B
379,13195,18,23.0,127.0,unknown,19.0,10,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
380,3484,85,23.0,128.0,19,18.0,25,25.0,1977,0.037177818,B,B,52,11217,19,2300.0,19,25,B
381,16668,10,23.0,129.0,36,23.0,17,23.0,2013,0.069753361,B,B,53,13670,15,unknown,19,21,B
382,7171,18,13.0,130.0,62,23.0,13,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
383,8547,14,13.0,131.0,63,14.0,17,24.0,1990,0.458174486,B,A,24,4439,19,1130.0,19,10,B
384,12735,19,13.0,132.0,64,25.0,23,23.0,1976,0.033493708,B,B,66,10573,19,1322.0,23,14,B
385,9093,24,13.0,133.0,65,10.0,15,10.0,29,22.0,B,B,36,6714,13,2672.0,22,13,B
386,15323,131,13.0,134.0,66,25.0,17,25.0,59,22.0,B,B,23,3684,13,unknown,22,15,B
387,14897,23,19.0,135.0,67,18.0,14,25.0,196,0.050900058,B,B,43,10621,19,30.0,13,23,B
388,5135,30,19.0,136.0,68,19.0,23,22.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,23,23,B
389,5327,36,23.0,137.0,69,18.0,10,25.0,1976,0.300322518,B,B,52,10311,18,unknown,19,25,B
390,13133,36,23.0,138.0,70,18.0,25,25.0,156,0.298204575,B,B,17,4048,23,unknown,19,23,B
391,1676,25,13.0,139.0,71,25.0,24,17.0,1981,22.0,B,B,18,3374,10,620.0,19,13,B
392,16296,53,13.0,140.0,72,17.0,19,24.0,2019,0.049637257,B,B,10,7759,22,229.0,19,23,B
393,1095,12,13.0,141.0,73,19.0,25,23.0,2017,0.011654127,B,B,15,915,22,unknown,22,22,B
394,12528,21,19.0,142.0,74,18.0,10,18.0,104,0.034331497,B,B,25,5487,23,unknown,22,15,B
395,7348,53,13.0,143.0,75,19.0,14,19.0,2017,0.049637257,B,B,10,7759,22,229.0,19,23,B
396,11663,25,19.0,144.0,76,25.0,17,25.0,2006,0.158249043,B,B,21,5731,22,unknown,19,22,B
397,1803,124,13.0,145.0,77,10.0,15,10.0,69,0.122090347,B,B,29,6566,25,1894.0,15,22,B
398,1510,88,23.0,146.0,78,10.0,25,25.0,33,0.127375905,B,B,43,8429,23,unknown,23,25,B
399,16045,12,13.0,147.0,unknown,17.0,24,25.0,2016,0.072157581,B,B,13,629,19,unknown,22,22,A
400,2900,29,19.0,148.0,80,10.0,10,10.0,107,0.069660344,B,B,31,6119,15,unknown,19,13,B
401,3236,57,13.0,149.0,10,10.0,15,10.0,26,0.133215333,B,B,49,11395,23,1406.0,23,15,A
402,1318,161,13.0,150.0,17,17.0,18,20.0,2013,0.0006991189999999,B,B,24,3369,24,4129.0,22,23,B
403,14948,83,13.0,10.0,25,25.0,23,23.0,1978,0.0077202819999999,B,B,38,4788,13,unknown,22,15,B
404,7840,10,23.0,17.0,18,25.0,15,15.0,104,0.188783766,B,B,31,6137,15,unknown,22,19,B
405,15325,25,13.0,25.0,19,19.0,15,19.0,1977,0.161531741,B,B,25,5648,19,30.0,13,15,B
406,8700,23,19.0,18.0,20,10.0,23,23.0,2011,0.014072961,B,B,13,475,22,unknown,22,22,B
407,15706,94,13.0,19.0,21,18.0,14,25.0,26,0.282797669,B,B,23,8667,13,unknown,22,18,B
408,14449,25,19.0,20.0,22,25.0,10,25.0,2016,0.069753361,B,B,53,13670,15,unknown,19,21,B
409,16117,30,13.0,21.0,unknown,19.0,24,22.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,23,23,B
410,4529,101,19.0,22.0,24,14.0,21,25.0,1988,0.225824954,A,B,41,6558,25,1548.0,23,13,B
411,11199,41,13.0,23.0,25,10.0,25,25.0,169,0.175054867,B,B,36,10055,23,unknown,19,22,B
412,4052,19,23.0,24.0,unknown,22.0,25,22.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
413,821,10,13.0,25.0,12,18.0,25,25.0,169,22.0,B,B,13,11319,22,1145.0,23,10,B
414,68,25,13.0,24.0,23,21.0,17,24.0,2007,0.158249043,B,B,21,5731,22,unknown,19,22,B
415,554,62,19.0,12.0,29,21.0,15,25.0,2016,0.072157581,B,B,13,629,19,unknown,22,22,A
416,452,75,19.0,23.0,30,17.0,17,17.0,1988,0.307466659,B,A,30,5048,25,325.0,13,10,B
417,11394,70,23.0,29.0,31,25.0,23,24.0,1997,0.002211665,B,B,14,7614,23,unknown,19,10,A
418,11393,12,13.0,30.0,23,17.0,10,17.0,2005,0.07542368,B,B,21,3097,22,unknown,22,22,B
419,9535,19,19.0,31.0,unknown,22.0,10,22.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
420,4024,83,19.0,23.0,10,14.0,10,25.0,1987,0.0077202819999999,B,B,38,4788,13,unknown,22,15,B
421,10069,85,23.0,23.0,15,18.0,17,25.0,1977,0.037177818,B,B,52,11217,19,2300.0,19,25,B
422,12007,29,19.0,10.0,36,10.0,10,10.0,75,0.069660344,B,B,31,6119,15,unknown,19,13,B
423,12368,64,13.0,15.0,37,21.0,21,24.0,2003,0.135649789,B,B,10,7960,18,350.0,23,21,B
424,1259,53,23.0,36.0,38,19.0,20,18.0,2017,0.049637257,B,B,10,7759,22,229.0,19,23,B
425,1124,25,23.0,37.0,14,14.0,25,23.0,1985,0.035145267,B,B,25,9292,23,2620.0,22,23,B
426,3707,21,13.0,38.0,40,18.0,23,25.0,196,0.012338886,B,B,15,5776,19,2078.0,13,15,B
427,8767,84,19.0,14.0,41,25.0,25,23.0,75,0.006076152,B,B,30,5285,22,645.0,18,18,B
428,1919,21,19.0,40.0,25,17.0,23,23.0,169,0.038692987,B,B,23,6533,19,1015.0,13,10,B
429,16741,19,19.0,41.0,43,18.0,14,25.0,1976,0.012338886,B,B,15,5776,19,2078.0,13,15,B
430,6664,53,13.0,25.0,44,17.0,17,24.0,2018,0.049637257,B,B,10,7759,22,229.0,19,23,B
431,5688,22,13.0,43.0,unknown,19.0,14,25.0,2014,0.195781053,B,B,23,5212,18,unknown,23,13,B
432,7799,23,19.0,44.0,10,25.0,19,23.0,169,0.265088676,B,B,37,5288,22,1937.0,23,13,B
433,14843,135,23.0,22.0,13,10.0,10,25.0,52,0.007658515,B,B,15,7077,56,2301.0,23,19,B
434,7532,25,13.0,10.0,24,14.0,15,24.0,2010,0.13012277,B,B,14,1986,22,unknown,22,22,B
435,8133,19,19.0,13.0,unknown,19.0,17,24.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
436,6264,13,23.0,24.0,25,17.0,23,17.0,1980,0.101872465,B,B,23,4583,23,unknown,23,23,B
437,4125,94,19.0,49.0,51,25.0,23,25.0,2006,0.521867054,B,B,25,6149,22,unknown,22,22,B
438,2410,19,13.0,25.0,52,10.0,10,10.0,69,0.033493708,B,B,66,10573,19,1322.0,23,14,B
439,13607,62,23.0,51.0,unknown,22.0,23,22.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
440,1716,57,13.0,52.0,54,17.0,20,22.0,2001,0.090799103,B,B,74,19083,13,unknown,10,10,B
441,1370,19,19.0,53.0,55,17.0,15,20.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
442,2273,37,23.0,54.0,56,23.0,14,25.0,2002,0.178916796,B,B,18,3594,15,192.0,19,10,B
443,15298,10,23.0,55.0,57,17.0,25,25.0,2000,0.090799103,B,B,74,19083,13,unknown,10,10,B
444,4284,171,13.0,56.0,58,18.0,25,25.0,69,0.019508796,B,B,37,7687,21,176.0,10,10,B
445,12303,12,13.0,57.0,unknown,22.0,24,19.0,1977,0.211401214,B,B,25,1892,22,unknown,22,19,B
446,7808,14,19.0,58.0,19,10.0,19,10.0,75,0.458174486,B,A,24,4439,19,1130.0,19,10,B
447,2203,12,19.0,59.0,unknown,22.0,17,22.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
448,7237,12,19.0,19.0,unknown,19.0,25,25.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
449,15864,12,23.0,36.0,63,25.0,18,19.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
450,2844,19,13.0,62.0,64,23.0,25,25.0,2014,0.007122317,B,B,19,264,22,unknown,22,19,B
451,5729,124,19.0,63.0,65,10.0,10,10.0,101,0.16909109,B,B,19,3856,17,unknown,13,10,B
452,11812,65,13.0,64.0,66,25.0,23,14.0,110,0.081943463,B,B,20,2738,20,unknown,19,15,B
453,1779,29,19.0,65.0,67,25.0,25,25.0,2014,0.069660344,B,B,31,6119,15,unknown,19,13,B
454,6442,12,13.0,66.0,unknown,19.0,18,19.0,2018,0.211401214,B,B,25,1892,22,unknown,22,19,B
455,6160,31,13.0,67.0,69,10.0,10,25.0,33,0.151346216,B,A,23,5889,17,830.0,15,19,B
456,8266,86,13.0,68.0,70,10.0,15,10.0,59,0.161975568,B,A,31,7010,10,4508.0,23,25,B
457,9903,67,19.0,69.0,71,18.0,25,25.0,1976,0.0077202819999999,B,B,38,4788,13,unknown,22,15,B
458,2867,12,19.0,70.0,unknown,19.0,15,23.0,1977,0.072157581,B,B,13,629,19,unknown,22,22,A
459,6998,18,13.0,71.0,73,10.0,25,25.0,2015,0.243204519,B,B,10,1564,22,540.0,22,22,B
460,13932,23,13.0,72.0,unknown,19.0,25,25.0,1977,0.075778755,B,B,18,1437,23,unknown,22,13,B
461,12587,74,19.0,73.0,75,19.0,15,25.0,1977,0.075778755,B,B,18,1437,23,unknown,22,13,B
462,3611,21,13.0,74.0,76,21.0,23,17.0,2009,0.0001696759999999,B,B,36,5992,22,unknown,19,19,B
463,2646,36,23.0,75.0,77,25.0,10,23.0,29,0.300322518,B,B,52,10311,18,unknown,19,25,B
464,1890,25,19.0,76.0,78,14.0,18,25.0,2006,0.158249043,B,B,21,5731,22,unknown,19,22,B
465,860,13,13.0,77.0,79,25.0,17,25.0,2002,6.99893e-05,B,B,10,10309,19,240.0,19,17,B
466,14187,111,13.0,78.0,80,10.0,15,10.0,107,22.0,B,B,36,6714,13,2672.0,22,13,B
467,12569,75,13.0,79.0,10,17.0,18,25.0,1999,0.122090347,B,B,29,6566,25,1894.0,15,22,B
468,1276,23,13.0,80.0,17,19.0,10,23.0,2020,0.005767451,B,B,19,388,22,unknown,22,22,B
469,12025,22,19.0,81.0,unknown,19.0,25,19.0,1977,0.195781053,B,B,23,5212,18,unknown,23,13,B
470,4890,25,13.0,82.0,18,17.0,24,25.0,2012,0.069753361,B,B,53,13670,15,unknown,19,21,B
471,14410,167,13.0,83.0,19,18.0,14,18.0,497,0.050272014,B,B,21,4231,24,1020.0,22,23,B
472,10352,73,23.0,84.0,20,25.0,10,10.0,498,0.042031587,B,B,37,6856,84,1940.0,13,10,B
473,11407,79,15.0,85.0,21,18.0,18,25.0,2014,0.307466659,B,A,30,5048,25,325.0,13,10,B
474,10384,10,19.0,86.0,22,25.0,17,24.0,2006,0.158249043,B,B,21,5731,22,unknown,19,22,B
475,7622,107,13.0,87.0,23,14.0,22,23.0,2011,0.050272014,B,B,21,4231,24,1020.0,22,23,B
476,12578,23,13.0,88.0,unknown,19.0,23,25.0,1977,0.075778755,B,B,18,1437,23,unknown,22,13,B
477,15820,88,19.0,89.0,25,25.0,25,25.0,1976,0.127375905,B,B,43,8429,23,unknown,23,25,B
478,563,19,13.0,90.0,24,19.0,15,25.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
479,15226,87,19.0,91.0,12,18.0,25,25.0,1982,0.100455735,B,B,43,7227,22,unknown,19,18,A
480,6396,18,23.0,92.0,unknown,19.0,23,25.0,1977,0.243204519,B,B,10,1564,22,540.0,22,22,B
481,6247,19,19.0,93.0,unknown,19.0,18,25.0,1977,0.007122317,B,B,19,264,22,unknown,22,19,B
482,3339,83,19.0,94.0,30,18.0,14,25.0,1977,0.0077202819999999,B,B,38,4788,13,unknown,22,15,B
